1131549584, (1, -2)
1131549704, (1, -1)
1131549824, (0, -1)
1131549944, (0, -2)
1131550064, (0, -3)
1131550184, (-1, -3)
1131550304, (-1, -2)
1131550424, (-1, -1)
1131550544, (-2, -1)
1131550664, (-2, -2)
1131550784, (-2, -3)
1131550904, (2, -1)
1131551024, (2, -2)
1131551144, (2, -3)
1131551264, (1, -3)
1131551384, (1, -2)
1131551504, (1, -1)
1131551624, (0, -1)
1131551744, (0, -2)
1131551864, (0, -3)
1131551984, (-1, -3)
1131552104, (-1, -2)
1131552224, (-1, -1)
1131552344, (-2, -1)
1131552464, (-2, -2)
1131552584, (-2, -3)
1131552704, (2, -1)
1131552824, (2, -2)
1131552944, (2, -3)
1131553064, (1, -3)
1131553184, (1, -2)
1131553304, (1, -1)
1131553424, (0, -1)
1131553544, (0, -2)
1131553664, (0, -3)
1131553784, (-1, -3)
1131553904, (-1, -2)
1131554024, (-1, -1)
1131554144, (-2, -1)
1131554264, (-2, -2)
1131554384, (-2, -3)
1131554504, (2, -1)
1131554624, (2, -2)
1131554744, (2, -3)
1131554864, (1, -3)
1131554984, (1, -2)
1131555104, (1, -1)
1131555224, (0, -1)
1131555344, (0, -2)
1131555464, (0, -3)
1131555584, (-1, -3)
1131555704, (-1, -2)
1131555824, (-1, -1)
1131555944, (-2, -1)
1131556064, (-2, -2)
1131556184, (-2, -3)
1131556304, (2, -1)
1131556424, (2, -2)
1131556544, (2, -3)
1131556664, (1, -3)
1131556784, (1, -2)
1131556904, (1, -1)
1131557024, (0, -1)
1131557144, (0, -2)
1131557264, (0, -3)
1131557384, (-1, -3)
1131557504, (-1, -2)
1131557624, (-1, -1)
1131557744, (-2, -1)
1131557864, (-2, -2)
1131557984, (-2, -3)
1131558104, (2, -1)
1131558224, (2, -2)
1131558344, (2, -3)
1131558464, (1, -3)
1131558584, (1, -2)
1131558704, (1, -1)
1131558824, (0, -1)
1131558944, (0, -2)
1131559064, (0, -3)
1131559184, (-1, -3)
1131559304, (-1, -2)
1131559424, (-1, -1)
1131559544, (-2, -1)
1131559664, (-2, -2)
1131559784, (-2, -3)
1131559904, (2, -1)
1131560024, (2, -2)
1131560144, (2, -3)
1131560264, (1, -3)
1131560384, (1, -2)
1131560504, (1, -1)
1131560624, (0, -1)
1131560744, (0, -2)
1131560864, (0, -3)
1131560984, (-1, -3)
1131561104, (-1, -2)
1131561224, (-1, -1)
1131561344, (-2, -1)
1131561464, (-2, -2)
1131561584, (-2, -3)
1131561704, (2, -1)
1131561824, (2, -2)
1131561944, (2, -3)
1131562064, (1, -3)
1131562184, (1, -2)
1131562304, (1, -1)
1131562424, (0, -1)
1131562544, (0, -2)
1131562664, (0, -3)
1131562784, (-1, -3)
1131562904, (-1, -2)
1131563024, (-1, -1)
1131563144, (-2, -1)
1131563264, (-2, -2)
1131563624, (2, -1)
1131563744, (2, -2)
1131563864, (2, -3)
1131563984, (1, -3)
1131564104, (1, -2)
1131564224, (1, -1)
1131564344, (0, -1)
1131564464, (0, -2)
1131564584, (0, -3)
1131564704, (-1, -3)
1131564824, (-1, -2)
1131564944, (-1, -1)
1131565064, (-2, -1)
1131565184, (-2, -2)
1131565304, (-2, -3)
1131565424, (2, -1)
1131565544, (2, -2)
1131565664, (2, -3)
1131565784, (1, -3)
1131565904, (1, -2)
1131566024, (1, -1)
1131566144, (0, -1)
1131566264, (0, -2)
1131566384, (0, -3)
1131566504, (-1, -3)
1131566624, (-1, -2)
1131566744, (-1, -1)
1131566864, (-2, -1)
1131566984, (-2, -2)
1131567104, (-2, -3)
1131567224, (2, -1)
1131567344, (2, -2)
1131567464, (2, -3)
1131567584, (1, -3)
1131567704, (1, -2)
1131567824, (1, -1)
1131567944, (0, -1)
1131568064, (0, -2)
1131568184, (0, -3)
1131568304, (-1, -3)
1131568424, (-1, -2)
1131568544, (-1, -1)
1131568664, (-2, -1)
1131568784, (-2, -2)
1131568904, (-2, -3)
1131569024, (2, -1)
1131569144, (2, -2)
1131569264, (2, -3)
1131569384, (1, -3)
1131707392, (-2, 3)
1131707512, (2, 0)
1131707632, (2, -3)
1131707752, (1, -3)
1131707872, (2, 0)
1131707992, (-1, 3)
1131708112, (0, 3)
1131708232, (0, 0)
1131708352, (0, -3)
1131708472, (-1, -3)
1131708592, (-1, 0)
1131708712, (1, 3)
1131708832, (2, 3)
1131708952, (-1, 0)
1131709072, (-2, -3)
1131709192, (-2, 3)
1131709312, (2, 0)
1131709432, (2, -3)
1131709552, (1, -3)
1131709672, (2, 0)
1131709792, (-1, 3)
1131709912, (0, 3)
1131710032, (0, 0)
1131710152, (0, -3)
1131710272, (-1, -3)
1131710392, (-1, 0)
1131710512, (1, 3)
1131710632, (2, 3)
1131710752, (-1, 0)
1131710872, (-2, -3)
1131710992, (-2, 3)
1131711112, (2, 0)
1131711232, (2, -3)
1131711352, (1, -3)
1131711472, (2, 0)
1131711592, (-1, 3)
1131711712, (0, 3)
1131711832, (0, 0)
1131711952, (0, -3)
1131712072, (-1, -3)
1131712192, (-1, 0)
1131712312, (1, 3)
1131712432, (2, 3)
1131712552, (-1, 0)
1131712672, (-2, -3)
1131712792, (-2, 3)
1131712912, (2, 0)
1131713032, (2, -3)
1131713152, (1, -3)
1131713272, (2, 0)
1131713392, (-1, 3)
1131713512, (0, 3)
1131713632, (0, 0)
1131713752, (0, -3)
1131713872, (-1, -3)
1131713992, (-1, 0)
1131714112, (1, 3)
1131714232, (2, 3)
1131714352, (-1, 0)
1131714472, (-2, -3)
1131714592, (-2, 3)
1131714712, (2, 0)
1131714832, (2, -3)
1131714952, (1, -3)
1131715072, (2, 0)
1131715192, (-1, 3)
1131715312, (0, 3)
1131715432, (0, 0)
1131715552, (0, -3)
1131715672, (-1, -3)
1131715792, (-1, 0)
1131715912, (1, 3)
1131716032, (2, 3)
1131716152, (-1, 0)
1131716272, (-2, -3)
1131716392, (-2, 3)
1131716512, (2, 0)
1131716632, (2, -3)
1131716752, (1, -3)
1131716872, (2, 0)
1131716992, (-1, 3)
1131717112, (0, 3)
1131717232, (0, 0)
1131717352, (0, -3)
1131717472, (-1, -3)
1131717592, (-1, 0)
1131717712, (1, 3)
1131717832, (2, 3)
1131717952, (-1, 0)
1131718072, (-2, -3)
1131718192, (-2, 3)
1131718312, (2, 0)
1131718432, (2, -3)
1131718552, (1, -3)
1131718672, (2, 0)
1131718792, (-1, 3)
1131718912, (0, 3)
1131719032, (0, 0)
1131719152, (0, -3)
1131719272, (-1, -3)
1131719392, (-1, 0)
1131719512, (1, 3)
1131719632, (2, 3)
1131719752, (-1, 0)
1131719872, (-2, -3)
1131719992, (-2, 3)
1131720112, (2, 0)
1131720232, (2, -3)
1131720352, (1, -3)
1131720472, (2, 0)
1131720592, (-1, 3)
1131720712, (0, 3)
1131720832, (0, 0)
1131720952, (0, -3)
1131721072, (-1, -3)
1131721192, (-1, 0)
1131721312, (1, 3)
1131721432, (2, 3)
1131721552, (-1, 0)
1131721912, (-2, 3)
1131722032, (2, 0)
1131722152, (2, -3)
1131722272, (1, -3)
1131722392, (2, 0)
1131722512, (-1, 3)
1131722632, (0, 3)
1131722752, (0, 0)
1131722872, (0, -3)
1131722992, (-1, -3)
1131723112, (-1, 0)
1131723232, (1, 3)
1131723352, (2, 3)
1131723472, (-1, 0)
1131723592, (-2, -3)
1131723712, (-2, 3)
1131723832, (2, 0)
1131723952, (2, -3)
1131724072, (1, -3)
1131724192, (2, 0)
1131724312, (-1, 3)
1131724432, (0, 3)
1131724552, (0, 0)
1131724672, (0, -3)
1131724792, (-1, -3)
1131724912, (-1, 0)
1131725032, (1, 3)
1131725152, (2, 3)
1131725272, (-1, 0)
1131725392, (-2, -3)
1131725512, (-2, 3)
1131725632, (2, 0)
1131725752, (2, -3)
1131725872, (1, -3)
1131725992, (2, 0)
1131726112, (-1, 3)
1131726232, (0, 3)
1131726352, (0, 0)
1131726472, (0, -3)
1131726592, (-1, -3)
1131726712, (-1, 0)
1131726832, (1, 3)
1131726952, (2, 3)
1131727072, (-1, 0)
1131727192, (-2, -3)
1131727312, (-2, 3)
1131727432, (2, 0)
1131727552, (2, -3)
1131727672, (1, -3)
1131727792, (2, 0)
1131727912, (-1, 3)
1131728032, (0, 3)
1131728152, (0, 0)
1131728272, (0, -3)
1131728392, (-1, -3)
1131728512, (-1, 0)
1131728632, (1, 3)
1131728752, (2, 3)
1131728872, (-1, 0)
1131728992, (-2, -3)
1131729112, (-2, 3)
1131729232, (2, 0)
1131729352, (2, -3)
1131729472, (1, -3)
1131729592, (2, 0)
1131729712, (-1, 3)
1131729832, (0, 3)
1131729952, (0, 0)
1131730072, (0, -3)
1131730192, (-1, -3)
1131730312, (-1, 0)
1131730432, (1, 3)
1131730552, (2, 3)
1131730672, (-1, 0)
1131730792, (-2, -3)
1131730912, (-2, 3)
1131731032, (2, 0)
1131731152, (2, -3)
1131731272, (1, -3)
1131731392, (2, 0)
1131731512, (-1, 3)
1131731632, (0, 3)
1131731752, (0, 0)
1131731872, (0, -3)
1131731992, (-1, -3)
1131732112, (-1, 0)
1131732232, (1, 3)
1131732352, (2, 3)
1131732472, (-1, 0)
1131732592, (-2, -3)
1131732712, (-2, 3)
1131732832, (2, 0)
1131732952, (2, -3)
1131733072, (1, -3)
1131733192, (2, 0)
1131733312, (-1, 3)
1131733432, (0, 3)
1131733552, (0, 0)
1131733672, (0, -3)
1131733792, (-1, -3)
1131733912, (-1, 0)
1131734032, (1, 3)
1131734152, (2, 3)
1131734272, (-1, 0)
1131734392, (-2, -3)
1131734512, (-2, 3)
1131734632, (2, 0)
1131734752, (2, -3)
1131734872, (1, -3)
1131734992, (2, 0)
1131735112, (-1, 3)
1131735232, (0, 3)
1131735352, (0, 0)
1131735472, (0, -3)
1131735592, (-1, -3)
1131735712, (-1, 0)
1131735832, (1, 3)
1131735952, (2, 3)
1131736072, (-1, 0)
1131736432, (-2, 3)
1131736552, (2, 0)
1131736672, (2, -3)
1131736792, (1, -3)
1131736912, (2, 0)
1131738928, (-1, 3)
1131738952, (0, 3)
1131739072, (0, 0)
1131739192, (0, -3)
1131739312, (-1, -3)
1131739432, (-1, 0)
1131739552, (1, 3)
1131739672, (2, 3)
1131739792, (-1, 0)
1131739912, (-2, -3)
1131740032, (-2, 3)
1131740152, (2, 0)
1131740272, (2, -3)
1131740392, (1, -3)
1131740512, (2, 0)
1131740632, (-1, 3)
1131740752, (0, 3)
1131740872, (0, 0)
1131740992, (0, -3)
1131741112, (-1, -3)
1131741232, (-1, 0)
1131741352, (1, 3)
1131741472, (2, 3)
1131741592, (-1, 0)
1131741712, (-2, -3)
1131741832, (-2, 3)
1131741952, (2, 0)
1131742072, (2, -3)
